0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
kan,htx,10,4,1,0,0,-6,1,0,-6,-10,1,0,-3,4,0,0,-3,0,0,0,0,-3,1,0,-3,7,0,0,-10,7,0,0,1,-13,1,0,0,-9,1,0,7,-17,1,0,11,-17,1,0,-3,1,0,0,3,-2,1,0,4,15,0,0,-6,0,0,0,-7,10,0,0,-15,7,0,0
mia,nwe,-13,-11,0,0,-3,-13,1,0,-11,-5,0,0,13,-17,1,0,-6,0,0,0,-3,3,0,0,10,-7,1,0,-13,-7,0,0,-7,28,0,0,0,-2,1,0,-13,-3,0,0,-3,3,0,0,-17,13,0,0,15,-15,1,0,-11,-5,0,0,-9,7,0,0,-4,-7,1,0,7,-15,1,0
sfo,car,5,-23,1,0,-4,-7,1,0,-6,9,0,0,-7,-4,0,0,0,-6,1,0,0,-6,1,0,8,0,1,0,12,4,1,0,-9,-2,0,0,-3,-2,0,0,15,-13,1,0,-10,-3,0,0,4,-3,1,0,-3,-6,1,0,-2,3,0,0,0,8,0,0,0,-6,1,0,-23,15,0,0
dal,was,-4,-3,0,0,0,11,0,0,-17,-7,0,0,7,12,0,0,-6,26,0,0,15,1,1,0,12,2,1,0,2,12,0,0,-3,0,0,0,-7,15,0,0,11,0,1,0,15,1,1,0,5,-11,1,0,-6,-3,0,0,-17,-7,0,0,-7,-4,0,0,-6,17,0,0,0,-3,1,0
nor,nyg,11,12,0,0,-3,-6,1,0,15,4,1,0,-6,0,0,0,0,-3,1,0,-3,-10,1,0,0,-6,1,0,-6,0,0,0,28,-7,1,0,-3,-4,1,0,7,12,0,0,-6,26,0,0,0,11,0,0,-17,-7,0,0,1,15,0,0,-6,17,0,0,15,-6,1,0,-3,0,0,0
crd,tam,-2,0,0,0,-17,13,0,0,15,-15,1,0,-13,-3,0,0,-3,3,0,0,-6,0,0,0,7,-10,1,0,7,-3,1,0,5,-16,1,0,8,1,1,0,-13,15,0,0,-2,3,0,0,-6,-3,0,0,-3,-10,1,0,-10,-3,0,0,15,12,1,0,-6,15,0,0,-2,1,0,0
sea,ram,-11,-13,1,0,13,-17,1,0,-6,0,0,0,-3,-13,1,0,-11,-5,0,0,15,-15,1,0,17,-6,1,0,8,0,1,0,-2,-9,1,0,-23,5,0,0,-7,-4,0,0,0,-6,1,0,-4,-7,1,0,-6,9,0,0,-6,9,0,0,-9,1,0,0,7,-10,1,0,12,-17,1,0
rai,atl,12,11,1,0,-6,0,0,0,0,-3,1,0,-3,-6,1,0,15,4,1,0,-6,-10,1,0,11,-9,1,0,7,-9,1,0,-20,-13,0,0,1,8,0,0,-6,-3,0,0,-3,-10,1,0,-13,15,0,0,-2,3,0,0,15,4,1,0,4,12,0,0,15,12,1,0,15,-23,1,0
clt,den,12,16,0,0,7,1,1,0,-5,-11,1,0,1,-3,1,0,9,-6,1,0,-17,11,0,0,-7,10,0,0,-9,7,0,0,1,8,0,0,-2,-3,1,0,4,-3,1,0,-3,-6,1,0,15,-13,1,0,-10,-3,0,0,-3,0,0,0,7,-9,1,0,1,-9,1,0,-3,10,0,0
sdg,jax,4,10,0,0,-3,4,0,0,-3,0,0,0,0,-6,1,0,-6,-10,1,0,-3,-6,1,0,4,11,0,0,-3,7,0,0,-8,-11,1,0,0,4,0,0,-17,7,0,0,4,15,0,0,-10,-3,0,0,-15,15,0,0,11,-17,1,0,-7,-13,1,0,4,12,0,0,1,-6,1,0
min,gnb,2,-7,1,0,-3,-10,1,0,26,-6,1,0,1,7,0,0,-17,11,0,0,-15,15,0,0,7,-3,1,0,12,15,0,0,8,1,1,0,4,0,1,0,-10,-3,0,0,-15,15,0,0,-17,7,0,0,4,15,0,0,26,-6,1,0,15,-6,1,0,17,-6,1,0,0,-3,1,0
phi,chi,6,-13,1,0,12,7,1,0,1,15,0,0,-11,5,0,0,-10,-6,0,0,-6,26,0,0,12,15,0,0,12,2,1,0,1,-2,1,0,-9,0,0,0,-3,1,0,0,3,-2,1,0,7,-17,1,0,11,-17,1,0,9,-6,1,0,12,4,1,0,0,8,0,0,-6,1,0,0
htx,nwe,-4,-11,1,0,0,-9,1,0,7,-17,1,0,10,4,1,0,0,-6,1,0,-3,1,0,0,3,-2,1,0,4,15,0,0,-6,0,0,0,8,1,1,0,0,-2,1,0,-13,-3,0,0,-13,-11,0,0,-3,-13,1,0,-17,13,0,0,15,-15,1,0,-11,-5,0,0,-9,7,0,0
crd,buf,17,-16,1,0,-2,0,0,0,-17,13,0,0,8,1,1,0,-13,15,0,0,-13,-3,0,0,-3,3,0,0,-6,0,0,0,7,-10,1,0,8,14,0,0,-16,-10,0,0,-1,-6,1,0,-1,0,0,0,-6,-1,0,0,-7,1,0,0,-3,-6,1,0,3,-3,1,0,-4,-7,1,0
car,min,23,4,1,0,-3,-2,0,0,15,-13,1,0,5,-23,1,0,-4,-7,1,0,4,-3,1,0,-3,-6,1,0,-2,3,0,0,0,8,0,0,-6,-9,1,0,2,-7,1,0,-3,-10,1,0,4,0,1,0,-10,-3,0,0,1,7,0,0,-17,11,0,0,-15,15,0,0,7,-3,1,0
den,cin,11,-3,1,0,-2,-3,1,0,4,-3,1,0,12,16,0,0,7,1,1,0,15,-13,1,0,-10,-3,0,0,-3,0,0,0,7,-9,1,0,-7,1,0,0,0,-1,1,0,1,-7,1,0,15,-7,1,0,5,-11,1,0,-6,-1,0,0,3,-3,1,0,-3,-6,1,0,-9,11,0,0
cle,mia,-3,2,0,0,-13,6,0,0,-11,5,0,0,-10,-16,1,0,-7,1,0,0,12,7,1,0,1,15,0,0,-6,-3,0,0,11,4,1,0,1,8,0,0,-13,-11,0,0,-3,-13,1,0,0,-2,1,0,-13,-3,0,0,13,-17,1,0,-6,0,0,0,-3,3,0,0,10,-7,1,0
det,gnb,-8,-7,0,0,16,12,1,0,1,-3,1,0,-7,2,0,0,1,7,0,0,7,1,1,0,-5,-11,1,0,3,-2,1,0,-6,15,0,0,-9,-6,0,0,4,0,1,0,-10,-3,0,0,2,-7,1,0,-3,-10,1,0,-17,7,0,0,4,15,0,0,26,-6,1,0,15,-6,1,0
rav,jax,2,-3,1,0,-10,-16,1,0,-7,1,0,0,-13,6,0,0,-11,5,0,0,-1,-6,1,0,-7,-17,1,0,-6,-3,0,0,1,-9,1,0,-9,15,0,0,0,4,0,0,-17,7,0,0,4,10,0,0,-3,4,0,0,-10,-3,0,0,-15,15,0,0,11,-17,1,0,-7,-13,1,0
was,nyg,0,4,0,0,-7,15,0,0,11,0,1,0,-4,-3,0,0,0,11,0,0,5,-11,1,0,-6,-3,0,0,-17,-7,0,0,-7,-4,0,0,-7,-10,1,0,-3,-4,1,0,7,12,0,0,11,12,0,0,-3,-6,1,0,0,11,0,0,-17,-7,0,0,1,15,0,0,-6,17,0,0
rai,oti,5,12,0,0,12,11,1,0,-6,0,0,0,1,8,0,0,-6,-3,0,0,-3,-6,1,0,15,4,1,0,-6,-10,1,0,11,-9,1,0,-7,-8,1,0,-7,2,0,0,1,7,0,0,16,12,1,0,1,-3,1,0,-3,-10,1,0,26,-6,1,0,-5,-11,1,0,-13,-7,0,0
tam,ram,-16,17,0,0,8,1,1,0,-13,15,0,0,-2,0,0,0,-17,13,0,0,-6,-3,0,0,-3,-10,1,0,-10,-3,0,0,15,12,1,0,-14,-20,1,0,-23,5,0,0,-7,-4,0,0,-11,-13,1,0,13,-17,1,0,-4,-7,1,0,-6,9,0,0,-6,9,0,0,-9,1,0,0
sfo,sea,4,23,0,0,5,-23,1,0,-4,-7,1,0,-3,-2,0,0,15,-13,1,0,-7,-4,0,0,0,-6,1,0,0,-6,1,0,8,0,1,0,-20,-14,0,0,-11,-13,1,0,13,-17,1,0,-23,5,0,0,-7,-4,0,0,-3,-13,1,0,-11,-5,0,0,15,-15,1,0,17,-6,1,0
clt,sdg,-3,11,0,0,12,16,0,0,7,1,1,0,-2,-3,1,0,4,-3,1,0,1,-3,1,0,9,-6,1,0,-17,11,0,0,-7,10,0,0,15,-9,1,0,4,10,0,0,-3,4,0,0,0,4,0,0,-17,7,0,0,0,-6,1,0,-6,-10,1,0,-3,-6,1,0,4,11,0,0
pit,phi,1,-7,1,0,15,-7,1,0,5,-11,1,0,0,-1,1,0,1,-7,1,0,11,0,1,0,15,1,1,0,-10,-6,0,0,-10,7,0,0,6,-9,1,0,6,-13,1,0,12,7,1,0,-9,0,0,0,-3,1,0,0,-11,5,0,0,-10,-6,0,0,-6,26,0,0,12,15,0,0
nyj,kan,14,8,1,0,-1,0,0,0,-6,-1,0,0,-16,-10,0,0,-1,-6,1,0,1,-7,1,0,-6,-3,0,0,-7,-17,1,0,2,12,0,0,-11,-4,0,0,10,4,1,0,0,-6,1,0,0,-9,1,0,7,-17,1,0,-3,4,0,0,-3,0,0,0,0,-3,1,0,-3,7,0,0
dal,chi,4,0,1,0,-4,-3,0,0,0,11,0,0,-7,15,0,0,11,0,1,0,7,12,0,0,-6,26,0,0,15,1,1,0,12,2,1,0,-9,6,0,0,-9,0,0,0,-3,1,0,0,6,-13,1,0,12,7,1,0,7,-17,1,0,11,-17,1,0,9,-6,1,0,12,4,1,0
nor,atl,-10,-7,0,0,11,12,0,0,-3,-6,1,0,-3,-4,1,0,7,12,0,0,-6,0,0,0,0,-3,1,0,-3,-10,1,0,0,-6,1,0,12,5,1,0,1,8,0,0,-6,-3,0,0,12,11,1,0,-6,0,0,0,-13,15,0,0,-2,3,0,0,15,4,1,0,4,12,0,0
mia,cin,7,1,1,0,1,8,0,0,-13,-11,0,0,-3,2,0,0,-13,6,0,0,0,-2,1,0,-13,-3,0,0,13,-17,1,0,-6,0,0,0,-6,6,0,0,-7,1,0,0,0,-1,1,0,11,-3,1,0,-2,-3,1,0,15,-7,1,0,5,-11,1,0,-6,-1,0,0,3,-3,1,0
jax,clt,-6,-4,0,0,-9,15,0,0,0,4,0,0,2,-3,1,0,-10,-16,1,0,4,10,0,0,-3,4,0,0,-10,-3,0,0,-15,15,0,0,3,-1,1,0,-3,11,0,0,12,16,0,0,15,-9,1,0,4,10,0,0,-2,-3,1,0,4,-3,1,0,1,-3,1,0,9,-6,1,0
det,chi,4,11,0,0,-8,-7,0,0,16,12,1,0,-9,-6,0,0,4,0,1,0,-7,2,0,0,1,7,0,0,7,1,1,0,-5,-11,1,0,-6,8,0,0,-9,6,0,0,-9,0,0,0,4,0,1,0,-4,-3,0,0,6,-13,1,0,12,7,1,0,7,-17,1,0,11,-17,1,0
buf,nwe,10,-5,1,0,8,14,0,0,-16,-10,0,0,17,-16,1,0,-2,0,0,0,-1,0,0,0,-6,-1,0,0,-7,1,0,0,-3,-6,1,0,4,-23,1,0,8,1,1,0,0,-2,1,0,-4,-11,1,0,0,-9,1,0,-13,-11,0,0,-3,-13,1,0,-17,13,0,0,15,-15,1,0
oti,htx,-13,-6,0,0,-7,-8,1,0,-7,2,0,0,5,12,0,0,12,11,1,0,16,12,1,0,1,-3,1,0,-3,-10,1,0,26,-6,1,0,-23,4,0,0,-4,-11,1,0,0,-9,1,0,8,1,1,0,0,-2,1,0,10,4,1,0,0,-6,1,0,-3,1,0,0,3,-2,1,0
rav,rai,-4,-6,1,0,2,-3,1,0,-10,-16,1,0,-9,15,0,0,0,4,0,0,-13,6,0,0,-11,5,0,0,-1,-6,1,0,-7,-17,1,0,-6,-13,1,0,5,12,0,0,12,11,1,0,-7,-8,1,0,-7,2,0,0,1,8,0,0,-6,-3,0,0,-3,-6,1,0,15,4,1,0
nyj,sea,-20,1,0,0,14,8,1,0,-1,0,0,0,-11,-4,0,0,10,4,1,0,-16,-10,0,0,-1,-6,1,0,1,-7,1,0,-6,-3,0,0,14,-5,1,0,-20,-14,0,0,-11,-13,1,0,4,23,0,0,5,-23,1,0,-23,5,0,0,-7,-4,0,0,-3,-13,1,0,-11,-5,0,0
car,atl,-13,-1,0,0,23,4,1,0,-3,-2,0,0,-6,-9,1,0,2,-7,1,0,5,-23,1,0,-4,-7,1,0,4,-3,1,0,-3,-6,1,0,22,9,1,0,12,5,1,0,1,8,0,0,-10,-7,0,0,11,12,0,0,12,11,1,0,-6,0,0,0,-13,15,0,0,-2,3,0,0
cle,was,1,7,0,0,-3,2,0,0,-13,6,0,0,1,8,0,0,-13,-11,0,0,-10,-16,1,0,-7,1,0,0,12,7,1,0,1,15,0,0,6,4,1,0,0,4,0,0,-7,15,0,0,-7,-10,1,0,-3,-4,1,0,-4,-3,0,0,0,11,0,0,5,-11,1,0,-6,-3,0,0
den,tam,6,-6,1,0,11,-3,1,0,-2,-3,1,0,-7,1,0,0,0,-1,1,0,12,16,0,0,7,1,1,0,15,-13,1,0,-10,-3,0,0,9,14,0,0,-16,17,0,0,8,1,1,0,-14,-20,1,0,-23,5,0,0,-2,0,0,0,-17,13,0,0,-6,-3,0,0,-3,-10,1,0
crd,ram,-5,10,0,0,17,-16,1,0,-2,0,0,0,8,14,0,0,-16,-10,0,0,8,1,1,0,-13,15,0,0,-13,-3,0,0,-3,3,0,0,14,9,1,0,-14,-20,1,0,-23,5,0,0,-16,17,0,0,8,1,1,0,-11,-13,1,0,13,-17,1,0,-4,-7,1,0,-6,9,0,0
sfo,dal,-5,14,0,0,4,23,0,0,5,-23,1,0,-20,-14,0,0,-11,-13,1,0,-3,-2,0,0,15,-13,1,0,-7,-4,0,0,0,-6,1,0,8,-6,1,0,4,0,1,0,-4,-3,0,0,-9,6,0,0,-9,0,0,0,-7,15,0,0,11,0,1,0,7,12,0,0,-6,26,0,0
sdg,nor,-1,3,0,0,15,-9,1,0,4,10,0,0,-3,11,0,0,12,16,0,0,0,4,0,0,-17,7,0,0,0,-6,1,0,-6,-10,1,0,9,22,0,0,-10,-7,0,0,11,12,0,0,12,5,1,0,1,8,0,0,-3,-4,1,0,7,12,0,0,-6,0,0,0,0,-3,1,0
kan,pit,1,-20,1,0,-11,-4,0,0,10,4,1,0,14,8,1,0,-1,0,0,0,0,-9,1,0,7,-17,1,0,-3,4,0,0,-3,0,0,0,-20,11,0,0,1,-7,1,0,15,-7,1,0,6,-9,1,0,6,-13,1,0,0,-1,1,0,1,-7,1,0,11,0,1,0,15,1,1,0
nyg,min,4,6,0,0,-7,-10,1,0,-3,-4,1,0,0,4,0,0,-7,15,0,0,11,12,0,0,-3,-6,1,0,0,11,0,0,-17,-7,0,0,-1,-13,1,0,-6,-9,1,0,2,-7,1,0,23,4,1,0,-3,-2,0,0,4,0,1,0,-10,-3,0,0,1,7,0,0,-17,11,0,0
crd,sfo,-10,-6,0,0,-5,10,0,0,17,-16,1,0,14,9,1,0,-14,-20,1,0,8,14,0,0,-16,-10,0,0,8,1,1,0,-13,15,0,0,-6,1,0,0,-5,14,0,0,4,23,0,0,8,-6,1,0,4,0,1,0,-20,-14,0,0,-11,-13,1,0,-3,-2,0,0,15,-13,1,0
chi,clt,-6,-9,1,0,-6,8,0,0,-9,6,0,0,4,11,0,0,-8,-7,0,0,4,0,1,0,-4,-3,0,0,6,-13,1,0,12,7,1,0,4,7,0,0,3,-1,1,0,-3,11,0,0,-6,-4,0,0,-9,15,0,0,15,-9,1,0,4,10,0,0,-2,-3,1,0,4,-3,1,0
nwe,cle,-23,-7,0,0,4,-23,1,0,8,1,1,0,10,-5,1,0,8,14,0,0,-4,-11,1,0,0,-9,1,0,-13,-11,0,0,-3,-13,1,0,-3,8,0,0,1,7,0,0,-3,2,0,0,6,4,1,0,0,4,0,0,1,8,0,0,-13,-11,0,0,-10,-16,1,0,-7,1,0,0
det,phi,-9,-6,0,0,4,11,0,0,-8,-7,0,0,-6,8,0,0,-9,6,0,0,-9,-6,0,0,4,0,1,0,-7,2,0,0,1,7,0,0,11,-20,1,0,6,-9,1,0,6,-13,1,0,1,-7,1,0,15,-7,1,0,-9,0,0,0,-3,1,0,0,-11,5,0,0,-10,-6,0,0
mia,oti,-16,-1,0,0,7,1,1,0,1,8,0,0,-6,6,0,0,-7,1,0,0,-3,2,0,0,-13,6,0,0,0,-2,1,0,-13,-3,0,0,-3,4,0,0,-13,-6,0,0,-7,-8,1,0,-23,4,0,0,-4,-11,1,0,5,12,0,0,12,11,1,0,16,12,1,0,1,-3,1,0
nyj,pit,-6,4,0,0,-20,1,0,0,14,8,1,0,14,-5,1,0,-20,-14,0,0,-11,-4,0,0,10,4,1,0,-16,-10,0,0,-1,-6,1,0,20,-9,1,0,-20,11,0,0,1,-7,1,0,1,-20,1,0,-11,-4,0,0,6,-9,1,0,6,-13,1,0,0,-1,1,0,1,-7,1,0
rav,was,4,5,0,0,-4,-6,1,0,2,-3,1,0,-6,-13,1,0,5,12,0,0,-9,15,0,0,0,4,0,0,-13,6,0,0,-11,5,0,0,8,-3,1,0,6,4,1,0,0,4,0,0,1,7,0,0,-3,2,0,0,-7,-10,1,0,-3,-4,1,0,-4,-3,0,0,0,11,0,0
htx,min,4,-3,1,0,-23,4,0,0,-4,-11,1,0,-13,-6,0,0,-7,-8,1,0,8,1,1,0,0,-2,1,0,10,4,1,0,0,-6,1,0,1,-13,1,0,-1,-13,1,0,-6,-9,1,0,4,6,0,0,-7,-10,1,0,23,4,1,0,-3,-2,0,0,4,0,1,0,-10,-3,0,0
den,atl,4,-16,1,0,6,-6,1,0,11,-3,1,0,9,14,0,0,-16,17,0,0,-7,1,0,0,0,-1,1,0,12,16,0,0,7,1,1,0,25,10,1,0,22,9,1,0,12,5,1,0,-13,-1,0,0,23,4,1,0,-10,-7,0,0,11,12,0,0,12,11,1,0,-6,0,0,0
ram,buf,-6,-10,1,0,14,9,1,0,-14,-20,1,0,-5,10,0,0,17,-16,1,0,-16,17,0,0,8,1,1,0,-11,-13,1,0,13,-17,1,0,-7,-23,1,0,10,-5,1,0,8,14,0,0,4,-23,1,0,8,1,1,0,17,-16,1,0,-2,0,0,0,-1,0,0,0,-6,-1,0,0
cin,dal,-1,-16,1,0,-6,6,0,0,-7,1,0,0,7,1,1,0,1,8,0,0,11,-3,1,0,-2,-3,1,0,15,-7,1,0,5,-11,1,0,1,-6,1,0,8,-6,1,0,4,0,1,0,-5,14,0,0,4,23,0,0,-9,6,0,0,-9,0,0,0,-7,15,0,0,11,0,1,0
rai,sdg,5,4,1,0,-6,-13,1,0,5,12,0,0,-4,-6,1,0,2,-3,1,0,-7,-8,1,0,-7,2,0,0,1,8,0,0,-6,-3,0,0,11,12,0,0,-1,3,0,0,15,-9,1,0,9,22,0,0,-10,-7,0,0,-3,11,0,0,12,16,0,0,0,4,0,0,-17,7,0,0
gnb,nyg,11,4,1,0,-9,-6,0,0,4,0,1,0,-8,-7,0,0,16,12,1,0,2,-7,1,0,-3,-10,1,0,-17,7,0,0,4,15,0,0,-13,1,0,0,4,6,0,0,-7,-10,1,0,-1,-13,1,0,-6,-9,1,0,0,4,0,0,-7,15,0,0,11,12,0,0,-3,-6,1,0
car,tam,10,25,0,0,-13,-1,0,0,23,4,1,0,22,9,1,0,12,5,1,0,-6,-9,1,0,2,-7,1,0,5,-23,1,0,-4,-7,1,0,-16,4,0,0,9,14,0,0,-16,17,0,0,6,-6,1,0,11,-3,1,0,-14,-20,1,0,-23,5,0,0,-2,0,0,0,-17,13,0,0
sdg,den,8,11,0,0,11,12,0,0,-1,3,0,0,5,4,1,0,-6,-13,1,0,9,22,0,0,-10,-7,0,0,-3,11,0,0,12,16,0,0,-7,0,0,0,4,-16,1,0,6,-6,1,0,25,10,1,0,22,9,1,0,9,14,0,0,-16,17,0,0,-7,1,0,0,0,-1,1,0
buf,sfo,7,-4,1,0,-7,-23,1,0,10,-5,1,0,-6,-10,1,0,14,9,1,0,4,-23,1,0,8,1,1,0,17,-16,1,0,-2,0,0,0,-2,10,0,0,-6,1,0,0,-5,14,0,0,-10,-6,0,0,-5,10,0,0,8,-6,1,0,4,0,1,0,-20,-14,0,0,-11,-13,1,0
chi,jax,0,6,0,0,-6,-9,1,0,-6,8,0,0,4,7,0,0,3,-1,1,0,4,11,0,0,-8,-7,0,0,4,0,1,0,-4,-3,0,0,7,4,1,0,-6,-4,0,0,-9,15,0,0,3,-1,1,0,-3,11,0,0,2,-3,1,0,-10,-16,1,0,4,10,0,0,-3,4,0,0
cin,nwe,-9,5,0,0,-1,-16,1,0,-6,6,0,0,1,-6,1,0,8,-6,1,0,7,1,1,0,1,8,0,0,11,-3,1,0,-2,-3,1,0,10,-10,1,0,-23,-7,0,0,4,-23,1,0,-3,8,0,0,1,7,0,0,10,-5,1,0,8,14,0,0,-4,-11,1,0,0,-9,1,0
oti,cle,7,-6,1,0,-3,4,0,0,-13,-6,0,0,-16,-1,0,0,7,1,1,0,-23,4,0,0,-4,-11,1,0,5,12,0,0,12,11,1,0,-10,10,0,0,-3,8,0,0,1,7,0,0,-23,-7,0,0,4,-23,1,0,6,4,1,0,0,4,0,0,1,8,0,0,-13,-11,0,0
det,ram,1,0,1,0,-9,-6,0,0,4,11,0,0,11,-20,1,0,6,-9,1,0,-6,8,0,0,-9,6,0,0,-9,-6,0,0,4,0,1,0,-4,7,0,0,-6,-10,1,0,14,9,1,0,-7,-23,1,0,10,-5,1,0,-5,10,0,0,17,-16,1,0,-16,17,0,0,8,1,1,0
mia,pit,-6,7,0,0,-16,-1,0,0,7,1,1,0,-3,4,0,0,-13,-6,0,0,-6,6,0,0,-7,1,0,0,-3,2,0,0,-13,6,0,0,8,-10,1,0,20,-9,1,0,-20,11,0,0,-6,4,0,0,-20,1,0,0,1,-20,1,0,-11,-4,0,0,6,-9,1,0,6,-13,1,0
rav,nyg,-13,-7,0,0,4,5,0,0,-4,-6,1,0,8,-3,1,0,6,4,1,0,-6,-13,1,0,5,12,0,0,-9,15,0,0,0,4,0,0,-7,0,0,0,-13,1,0,0,4,6,0,0,11,4,1,0,-9,-6,0,0,-1,-13,1,0,-6,-9,1,0,0,4,0,0,-7,15,0,0
was,phi,-7,-13,1,0,8,-3,1,0,6,4,1,0,4,5,0,0,-4,-6,1,0,1,7,0,0,-3,2,0,0,-7,-10,1,0,-3,-4,1,0,0,1,0,0,11,-20,1,0,6,-9,1,0,-9,-6,0,0,4,11,0,0,1,-7,1,0,15,-7,1,0,-9,0,0,0,-3,1,0,0
car,nor,-9,-6,0,0,10,25,0,0,-13,-1,0,0,-16,4,0,0,9,14,0,0,22,9,1,0,12,5,1,0,-6,-9,1,0,2,-7,1,0,12,11,1,0,9,22,0,0,-10,-7,0,0,-1,3,0,0,15,-9,1,0,12,5,1,0,1,8,0,0,-3,-4,1,0,7,12,0,0
kan,rai,-9,20,0,0,1,-20,1,0,-11,-4,0,0,-20,11,0,0,1,-7,1,0,14,8,1,0,-1,0,0,0,0,-9,1,0,7,-17,1,0,11,8,1,0,5,4,1,0,-6,-13,1,0,11,12,0,0,-1,3,0,0,-4,-6,1,0,2,-3,1,0,-7,-8,1,0,-7,2,0,0
gnb,dal,0,-7,1,0,11,4,1,0,-9,-6,0,0,-13,1,0,0,4,6,0,0,-8,-7,0,0,16,12,1,0,2,-7,1,0,-3,-10,1,0,5,-9,1,0,1,-6,1,0,8,-6,1,0,-1,-16,1,0,-6,6,0,0,-5,14,0,0,4,23,0,0,-9,6,0,0,-9,0,0,0
sea,atl,4,-6,1,0,14,-5,1,0,-20,-14,0,0,-20,1,0,0,14,8,1,0,4,23,0,0,5,-23,1,0,-23,5,0,0,-7,-4,0,0,0,-7,1,0,25,10,1,0,22,9,1,0,4,-16,1,0,6,-6,1,0,-13,-1,0,0,23,4,1,0,-10,-7,0,0,11,12,0,0
clt,htx,6,0,1,0,4,7,0,0,3,-1,1,0,-6,-9,1,0,-6,8,0,0,-6,-4,0,0,-9,15,0,0,15,-9,1,0,4,10,0,0,-10,8,0,0,4,-3,1,0,-23,4,0,0,1,-13,1,0,-1,-13,1,0,-13,-6,0,0,-7,-8,1,0,8,1,1,0,0,-2,1,0
nyj,crd,-10,8,0,0,-6,4,0,0,-20,1,0,0,20,-9,1,0,-20,11,0,0,14,-5,1,0,-20,-14,0,0,-11,-4,0,0,10,4,1,0,10,-2,1,0,-10,-6,0,0,-5,10,0,0,-6,1,0,0,-5,14,0,0,14,9,1,0,-14,-20,1,0,8,14,0,0,-16,-10,0,0
gnb,chi,-7,7,0,0,0,-7,1,0,11,4,1,0,5,-9,1,0,1,-6,1,0,-13,1,0,0,4,6,0,0,-8,-7,0,0,16,12,1,0,-7,-6,0,0,0,6,0,0,-6,-9,1,0,7,4,1,0,-6,-4,0,0,4,7,0,0,3,-1,1,0,4,11,0,0,-8,-7,0,0
nyg,ram,4,0,1,0,-7,0,0,0,-13,1,0,0,-13,-7,0,0,4,5,0,0,11,4,1,0,-9,-6,0,0,-1,-13,1,0,-6,-9,1,0,5,8,0,0,-4,7,0,0,-6,-10,1,0,1,0,1,0,-9,-6,0,0,-7,-23,1,0,10,-5,1,0,-5,10,0,0,17,-16,1,0
jax,rai,-6,-7,1,0,7,4,1,0,-6,-4,0,0,0,6,0,0,-6,-9,1,0,3,-1,1,0,-3,11,0,0,2,-3,1,0,-10,-16,1,0,-13,3,0,0,11,8,1,0,5,4,1,0,-9,20,0,0,1,-20,1,0,11,12,0,0,-1,3,0,0,-4,-6,1,0,2,-3,1,0
phi,min,-3,4,0,0,0,1,0,0,11,-20,1,0,-7,-13,1,0,8,-3,1,0,-9,-6,0,0,4,11,0,0,1,-7,1,0,15,-7,1,0,8,-10,1,0,1,-13,1,0,-1,-13,1,0,4,-3,1,0,-23,4,0,0,4,6,0,0,-7,-10,1,0,23,4,1,0,-3,-2,0,0
mia,buf,7,-8,1,0,-6,7,0,0,-16,-1,0,0,8,-10,1,0,20,-9,1,0,-3,4,0,0,-13,-6,0,0,-6,6,0,0,-7,1,0,0,22,-7,1,0,7,-4,1,0,-7,-23,1,0,-2,10,0,0,-6,1,0,0,-6,-10,1,0,14,9,1,0,4,-23,1,0,8,1,1,0
cin,cle,-6,12,0,0,-9,5,0,0,-1,-16,1,0,10,-10,1,0,-23,-7,0,0,1,-6,1,0,8,-6,1,0,7,1,1,0,1,8,0,0,3,5,0,0,-10,10,0,0,-3,8,0,0,7,-6,1,0,-3,4,0,0,-23,-7,0,0,4,-23,1,0,6,4,1,0,0,4,0,0
oti,clt,5,3,1,0,7,-6,1,0,-3,4,0,0,-10,10,0,0,-3,8,0,0,-16,-1,0,0,7,1,1,0,-23,4,0,0,-4,-11,1,0,0,3,0,0,6,0,1,0,4,7,0,0,-10,8,0,0,4,-3,1,0,-6,-9,1,0,-6,8,0,0,-6,-4,0,0,-9,15,0,0
was,det,4,-3,1,0,-7,-13,1,0,8,-3,1,0,0,1,0,0,11,-20,1,0,4,5,0,0,-4,-6,1,0,1,7,0,0,-3,2,0,0,8,5,1,0,1,0,1,0,-9,-6,0,0,-4,7,0,0,-6,-10,1,0,11,-20,1,0,6,-9,1,0,-6,8,0,0,-9,6,0,0
nor,kan,18,15,1,0,12,11,1,0,9,22,0,0,-9,-6,0,0,10,25,0,0,-1,3,0,0,15,-9,1,0,12,5,1,0,1,8,0,0,3,-13,1,0,-9,20,0,0,1,-20,1,0,11,8,1,0,5,4,1,0,-20,11,0,0,1,-7,1,0,14,8,1,0,-1,0,0,0
nyj,rav,-20,5,0,0,-10,8,0,0,-6,4,0,0,10,-2,1,0,-10,-6,0,0,20,-9,1,0,-20,11,0,0,14,-5,1,0,-20,-14,0,0,0,4,0,0,-13,-7,0,0,4,5,0,0,-7,0,0,0,-13,1,0,0,8,-3,1,0,6,4,1,0,-6,-13,1,0,5,12,0,0
