0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
jax,oti,-9,18,18,-9,-9,15,-10,-3,-13,-9,-6,-20,-9,1,-11,-16,-10,-6,-3,7,-10,4,-6,-1,0,-6,0,-6,-6,0,7,-20,-6,1,4,-13,-16,18,-6,15
nwe,mia,18,0,11,4,8,1,15,-3,11,-20,14,-7,-3,1,-6,2,-3,-7,7,-2,7,0,-13,3,11,-9,-4,-3,12,-15,-3,-14,8,-20,-6,-3,-8,-5,-17,1
pit,ram,-20,-3,-9,-20,12,-16,-10,-14,1,-6,-3,0,2,-6,9,-3,-6,-10,15,-6,-10,-3,-10,7,-23,3,-3,0,-16,1,-10,-11,-10,-4,8,-2,-16,11,-20,1
cle,rav,-6,-3,-20,-9,-13,1,-3,0,-9,-13,-11,-10,-11,7,-13,-3,-17,-20,-6,1,-9,11,1,-13,1,-13,-7,-17,8,1,-6,-1,0,-3,7,4,-16,-11,6,-9
kan,rai,-4,-9,-13,14,-13,-20,-14,-10,-20,11,-13,-6,-20,8,0,-3,5,-23,5,1,4,5,-7,23,-9,11,2,-3,4,-2,1,-6,1,15,-23,5,1,-6,2,-3
nyg,nyj,-13,0,14,11,12,15,1,26,-13,-6,-3,4,1,-3,-3,-6,4,1,2,13,-4,22,14,-13,11,-4,5,1,-10,-6,-7,14,4,-12,4,-2,1,-17,-2,7
car,tam,5,-10,0,8,15,-4,4,-4,12,26,-20,7,-2,1,10,-3,-6,8,4,7,-8,8,-9,18,-4,15,-6,0,3,12,-14,14,-7,4,-5,1,3,-3,-20,25
was,min,0,-13,4,11,-4,11,0,-6,1,4,-14,-3,-12,-4,-23,0,-3,10,-10,-3,-3,19,5,11,9,12,-9,1,-2,4,-16,22,1,-2,4,10,-13,16,11,-13
sdg,det,11,-9,14,-13,15,-9,-10,-7,-3,8,-6,1,15,22,-3,0,-2,4,6,1,5,4,11,5,-6,8,-8,4,26,12,-10,14,22,-13,-7,0,-4,2,1,-10
dal,phi,8,-8,11,14,-10,-4,-3,-4,4,1,21,-16,0,-10,-16,11,11,-16,-7,-3,22,-4,3,-13,-9,8,-3,15,-6,-13,-6,-2,1,7,11,-16,-3,-10,1,8
sfo,sea,-3,-20,-4,-2,3,-23,-17,-7,0,-16,4,-3,-4,-12,-3,-13,2,-4,25,-20,15,-9,7,-10,8,-9,-6,0,1,-16,-1,-6,-10,0,-11,11,-20,-17,13,2
chi,gnb,-9,15,-13,-10,-20,-13,-3,2,8,-3,14,-10,7,1,1,-5,16,-13,-10,1,-9,-4,23,-7,15,12,4,-8,12,3,22,-16,22,15,10,4,1,-20,2,-9
nor,atl,19,-3,-1,-6,8,-6,26,1,3,0,4,-7,-2,8,39,-16,-3,3,7,4,18,-9,8,0,-13,-6,1,-9,0,-6,0,3,8,-16,0,-7,8,-6,-9,2
sfo,ram,-4,-6,-3,-20,-4,-2,3,-23,-17,-7,0,-16,4,-3,-4,-12,-3,-13,2,-4,-23,4,-10,-3,-10,7,-23,3,-3,0,-16,1,-10,-11,-10,-4,8,-2,-16,11
nwe,buf,4,1,18,0,11,4,8,1,15,-3,11,-20,14,-7,-3,1,-6,2,-3,-7,17,-9,0,7,-13,14,-6,0,1,5,-15,12,-16,21,-12,4,0,-23,1,4
det,gnb,15,-13,5,4,11,5,-6,8,-8,4,26,12,-10,14,22,-13,-7,0,-4,2,12,-2,-9,-4,23,-7,15,12,4,-8,12,3,22,-16,22,15,10,4,1,-20
htx,oti,-7,-4,-10,5,-3,-4,-6,-13,-3,-10,14,-14,7,-11,1,-9,18,-16,-9,6,0,-6,-10,4,-6,-1,0,-6,0,-6,-6,0,7,-20,-6,1,4,-13,-16,18
nyj,mia,-9,6,-4,22,14,-13,11,-4,5,1,-10,-6,-7,14,4,-12,4,-2,1,-17,1,4,7,0,-13,3,11,-9,-4,-3,12,-15,-3,-14,8,-20,-6,-3,-8,-5
phi,was,-3,-16,22,-4,3,-13,-9,8,-3,15,-6,-13,-6,-2,1,7,11,-16,-3,-10,3,10,0,-13,4,11,-4,11,0,-6,1,4,-14,-3,-12,-4,-23,0,-3,10
car,nor,25,-7,5,-10,0,8,15,-4,4,-4,12,26,-20,7,-2,1,10,-3,-6,8,22,-7,19,-3,-1,-6,8,-6,26,1,3,0,4,-7,-2,8,39,-16,-3,3
clt,jax,-4,-7,4,-10,-13,1,1,8,-4,4,-20,-6,-16,8,-13,4,-16,39,-6,4,-6,0,-9,18,18,-9,-9,15,-10,-3,-13,-9,-6,-20,-9,1,-11,-16,-10,-6
chi,min,-2,12,-9,15,-13,-10,-20,-13,-3,2,8,-3,14,-10,7,1,1,-5,16,-13,10,3,-3,19,5,11,9,12,-9,1,-2,4,-16,22,1,-2,4,10,-13,16
sea,crd,-6,-4,15,-9,7,-10,8,-9,-6,0,1,-16,-1,-6,-10,0,-11,11,-20,-17,-7,0,-3,-6,-2,-4,-4,-10,0,-3,-16,0,-2,-6,-4,-10,4,7,-3,9
rai,sdg,-7,-10,4,5,-7,23,-9,11,2,-3,4,-2,1,-6,1,15,-23,5,1,-6,-13,15,11,-9,14,-13,15,-9,-10,-7,-3,8,-6,1,15,22,-3,0,-2,4
rav,cin,-3,-9,-9,11,1,-13,1,-13,-7,-17,8,1,-6,-1,0,-3,7,4,-16,-11,0,-7,-3,-10,-4,-3,-16,12,0,-3,1,8,-6,1,1,-6,11,-11,4,-6
pit,cle,4,-23,-20,-3,-9,-20,12,-16,-10,-14,1,-6,-3,0,2,-6,9,-3,-6,-10,-9,-3,-6,-3,-20,-9,-13,1,-3,0,-9,-13,-11,-10,-11,7,-13,-3,-17,-20
den,kan,-9,17,0,18,-10,-13,12,9,-7,-10,-6,-10,-6,-13,15,1,-13,22,-5,-8,-10,-7,-4,-9,-13,14,-13,-20,-14,-10,-20,11,-13,-6,-20,8,0,-3,5,-23
atl,tam,-7,22,18,-9,8,0,-13,-6,1,-9,0,-6,0,3,8,-16,0,-7,8,-6,-7,25,-8,8,-9,18,-4,15,-6,0,3,12,-14,14,-7,4,-5,1,3,-3
dal,nyg,-16,-3,8,-8,11,14,-10,-4,-3,-4,4,1,21,-16,0,-10,-16,11,11,-16,6,-9,-13,0,14,11,12,15,1,26,-13,-6,-3,4,1,-3,-3,-6,4,1
htx,cin,-1,0,-7,-4,-10,5,-3,-4,-6,-13,-3,-10,14,-14,7,-11,1,-9,18,-16,-7,1,0,-7,-3,-10,-4,-3,-16,12,0,-3,1,8,-6,1,1,-6,11,-11
det,nor,18,22,15,-13,5,4,11,5,-6,8,-8,4,26,12,-10,14,22,-13,-7,0,22,-6,22,-7,19,-3,-1,-6,8,-6,26,1,3,0,4,-7,-2,8,39,-16
nyg,atl,8,-9,6,-9,-13,0,14,11,12,15,1,26,-13,-6,-3,4,1,-3,-3,-6,22,1,-7,22,18,-9,8,0,-13,-6,1,-9,0,-6,0,3,8,-16,0,-7
den,pit,-20,-16,-9,17,0,18,-10,-13,12,9,-7,-10,-6,-10,-6,-13,15,1,-13,22,-10,-14,4,-23,-20,-3,-9,-20,12,-16,-10,-14,1,-6,-3,0,2,-6,9,-3
sfo,nor,11,4,-4,-6,-3,-20,-4,-2,3,-23,-17,-7,0,-16,4,-3,-4,-12,-3,-13,22,-6,22,-7,19,-3,-1,-6,8,-6,26,1,3,0,4,-7,-2,8,39,-16
nwe,den,26,-2,4,1,18,0,11,4,8,1,15,-3,11,-20,14,-7,-3,1,-6,2,-20,-16,-9,17,0,18,-10,-13,12,9,-7,-10,-6,-10,-6,-13,15,1,-13,22
rav,htx,1,-7,-3,-9,-9,11,1,-13,1,-13,-7,-17,8,1,-6,-1,0,-3,7,4,-1,0,-7,-4,-10,5,-3,-4,-6,-13,-3,-10,14,-14,7,-11,1,-9,18,-16
gnb,nyg,22,18,12,-2,-9,-4,23,-7,15,12,4,-8,12,3,22,-16,22,15,10,4,8,-9,6,-9,-13,0,14,11,12,15,1,26,-13,-6,-3,4,1,-3,-3,-6
rav,nwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sfo,nyg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyg,nwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dal,nyg,-9,8,-16,-3,8,-8,11,14,-10,-4,-3,-4,4,1,21,-16,0,-10,-16,11,8,-9,6,-9,-13,0,14,11,12,15,1,26,-13,-6,-3,4,1,-3,-3,-6
clt,chi,-10,-4,-4,-7,4,-10,-13,1,1,8,-4,4,-20,-6,-16,8,-13,4,-16,39,-6,-10,-2,12,-9,15,-13,-10,-20,-13,-3,2,8,-3,14,-10,7,1,1,-5
atl,kan,22,1,-7,22,18,-9,8,0,-13,-6,1,-9,0,-6,0,3,8,-16,0,-7,-16,-20,-10,-7,-4,-9,-13,14,-13,-20,-14,-10,-20,11,-13,-6,-20,8,0,-3
nyj,buf,-6,-4,-9,6,-4,22,14,-13,11,-4,5,1,-10,-6,-7,14,4,-12,4,-2,-2,26,17,-9,0,7,-13,14,-6,0,1,5,-15,12,-16,21,-12,4,0,-23
cle,phi,-14,-10,-9,-3,-6,-3,-20,-9,-13,1,-3,0,-9,-13,-11,-10,-11,7,-13,-3,11,-13,-3,-16,22,-4,3,-13,-9,8,-3,15,-6,-13,-6,-2,1,7,11,-16
ram,det,4,11,-23,4,-10,-3,-10,7,-23,3,-3,0,-16,1,-10,-11,-10,-4,8,-2,18,22,15,-13,5,4,11,5,-6,8,-8,4,26,12,-10,14,22,-13,-7,0
mia,htx,-4,-6,1,4,7,0,-13,3,11,-9,-4,-3,12,-15,-3,-14,8,-20,-6,-3,-1,0,-7,-4,-10,5,-3,-4,-6,-13,-3,-10,14,-14,7,-11,1,-9,18,-16
nor,was,22,-6,22,-7,19,-3,-1,-6,8,-6,26,1,3,0,4,-7,-2,8,39,-16,-13,11,3,10,0,-13,4,11,-4,11,0,-6,1,4,-14,-3,-12,-4,-23,0
oti,nwe,0,-1,0,-6,-10,4,-6,-1,0,-6,0,-6,-6,0,7,-20,-6,1,4,-13,26,-2,4,1,18,0,11,4,8,1,15,-3,11,-20,14,-7,-3,1,-6,2
min,jax,-10,-6,10,3,-3,19,5,11,9,12,-9,1,-2,4,-16,22,1,-2,4,10,-4,-10,-6,0,-9,18,18,-9,-9,15,-10,-3,-13,-9,-6,-20,-9,1,-11,-16
crd,sea,0,-3,-7,0,-3,-6,-2,-4,-4,-10,0,-3,-16,0,-2,-6,-4,-10,4,7,-3,0,-6,-4,15,-9,7,-10,8,-9,-6,0,1,-16,-1,-6,-10,0,-11,11
sfo,gnb,11,4,-4,-6,-3,-20,-4,-2,3,-23,-17,-7,0,-16,4,-3,-4,-12,-3,-13,22,18,12,-2,-9,-4,23,-7,15,12,4,-8,12,3,22,-16,22,15,10,4
tam,car,1,22,-7,25,-8,8,-9,18,-4,15,-6,0,3,12,-14,14,-7,4,-5,1,-6,22,25,-7,5,-10,0,8,15,-4,4,-4,12,26,-20,7,-2,1,10,-3
den,pit,-20,-16,-9,17,0,18,-10,-13,12,9,-7,-10,-6,-10,-6,-13,15,1,-13,22,-10,-14,4,-23,-20,-3,-9,-20,12,-16,-10,-14,1,-6,-3,0,2,-6,9,-3
cin,rav,-7,1,0,-7,-3,-10,-4,-3,-16,12,0,-3,1,8,-6,1,1,-6,11,-11,1,-7,-3,-9,-9,11,1,-13,1,-13,-7,-17,8,1,-6,-1,0,-3,7,4
sdg,rai,15,3,-13,15,11,-9,14,-13,15,-9,-10,-7,-3,8,-6,1,15,22,-3,0,3,15,-7,-10,4,5,-7,23,-9,11,2,-3,4,-2,1,-6,1,15,-23,5
chi,gnb,18,-2,-6,-10,-2,12,-9,15,-13,-10,-20,-13,-3,2,8,-3,14,-10,7,1,-1,7,22,18,12,-2,-9,-4,23,-7,15,12,4,-8,12,3,22,-16,22,15
kan,buf,1,17,-16,-20,-10,-7,-4,-9,-13,14,-13,-20,-14,-10,-20,11,-13,-6,-20,8,5,25,-2,26,17,-9,0,7,-13,14,-6,0,1,5,-15,12,-16,21,-12,4
cin,cle,-10,21,-7,1,0,-7,-3,-10,-4,-3,-16,12,0,-3,1,8,-6,1,1,-6,-7,-6,-14,-10,-9,-3,-6,-3,-20,-9,-13,1,-3,0,-9,-13,-11,-10,-11,7
nwe,crd,11,-10,26,-2,4,1,18,0,11,4,8,1,15,-3,11,-20,14,-7,-3,1,-3,-7,0,-3,-7,0,-3,-6,-2,-4,-4,-10,0,-3,-16,0,-2,-6,-4,-10
rai,mia,-9,-1,3,15,-7,-10,4,5,-7,23,-9,11,2,-3,4,-2,1,-6,1,15,-13,7,-4,-6,1,4,7,0,-13,3,11,-9,-4,-3,12,-15,-3,-14,8,-20
nor,car,9,17,22,-6,22,-7,19,-3,-1,-6,8,-6,26,1,3,0,4,-7,-2,8,-13,-7,-6,22,25,-7,5,-10,0,8,15,-4,4,-4,12,26,-20,7,-2,1
clt,min,-2,18,-10,-4,-4,-7,4,-10,-13,1,1,8,-4,4,-20,-6,-16,8,-13,4,3,0,-10,-6,10,3,-3,19,5,11,9,12,-9,1,-2,4,-16,22,1,-2
htx,jax,7,-13,-1,0,-7,-4,-10,5,-3,-4,-6,-13,-3,-10,14,-14,7,-11,1,-9,0,3,-4,-10,-6,0,-9,18,18,-9,-9,15,-10,-3,-13,-9,-6,-20,-9,1
tam,nyg,-7,-13,1,22,-7,25,-8,8,-9,18,-4,15,-6,0,3,12,-14,14,-7,4,-6,1,8,-9,6,-9,-13,0,14,11,12,15,1,26,-13,-6,-3,4,1,-3
phi,rav,-6,-7,11,-13,-3,-16,22,-4,3,-13,-9,8,-3,15,-6,-13,-6,-2,1,7,21,-10,1,-7,-3,-9,-9,11,1,-13,1,-13,-7,-17,8,1,-6,-1,0,-3
ram,was,0,4,4,11,-23,4,-10,-3,-10,7,-23,3,-3,0,-16,1,-10,-11,-10,-4,17,9,-13,11,3,10,0,-13,4,11,-4,11,0,-6,1,4,-14,-3,-12,-4
dal,sea,1,-6,-9,8,-16,-3,8,-8,11,14,-10,-4,-3,-4,4,1,21,-16,0,-10,-7,-3,-3,0,-6,-4,15,-9,7,-10,8,-9,-6,0,1,-16,-1,-6,-10,0
pit,nyj,-4,8,-10,-14,4,-23,-20,-3,-9,-20,12,-16,-10,-14,1,-6,-3,0,2,-6,25,5,-6,-4,-9,6,-4,22,14,-13,11,-4,5,1,-10,-6,-7,14,4,-12
sdg,oti,-1,-9,15,3,-13,15,11,-9,14,-13,15,-9,-10,-7,-3,8,-6,1,15,22,-10,11,0,-1,0,-6,-10,4,-6,-1,0,-6,0,-6,-6,0,7,-20,-6,1
det,sfo,4,0,18,22,15,-13,5,4,11,5,-6,8,-8,4,26,12,-10,14,22,-13,7,-1,11,4,-4,-6,-3,-20,-4,-2,3,-23,-17,-7,0,-16,4,-3,-4,-12
den,atl,8,-4,-20,-16,-9,17,0,18,-10,-13,12,9,-7,-10,-6,-10,-6,-13,15,1,17,1,22,1,-7,22,18,-9,8,0,-13,-6,1,-9,0,-6,0,3,8,-16
car,nyg,12,4,-13,-7,-6,22,25,-7,5,-10,0,8,15,-4,4,-4,12,26,-20,7,18,11,-6,1,8,-9,6,-9,-13,0,14,11,12,15,1,26,-13,-6,-3,4
cle,buf,4,11,-7,-6,-14,-10,-9,-3,-6,-3,-20,-9,-13,1,-3,0,-9,-13,-11,-10,12,-6,5,25,-2,26,17,-9,0,7,-13,14,-6,0,1,5,-15,12,-16,21
kan,nor,-6,12,1,17,-16,-20,-10,-7,-4,-9,-13,14,-13,-20,-14,-10,-20,11,-13,-6,4,12,9,17,22,-6,22,-7,19,-3,-1,-6,8,-6,26,1,3,0,4,-7
was,cin,5,8,17,9,-13,11,3,10,0,-13,4,11,-4,11,0,-6,1,4,-14,-3,11,4,-10,21,-7,1,0,-7,-3,-10,-4,-3,-16,12,0,-3,1,8,-6,1
jax,clt,-16,4,0,3,-4,-10,-6,0,-9,18,18,-9,-9,15,-10,-3,-13,-9,-6,-20,0,-3,-2,18,-10,-4,-4,-7,4,-10,-13,1,1,8,-4,4,-20,-6,-16,8
oti,det,-13,15,-10,11,0,-1,0,-6,-10,4,-6,-1,0,-6,0,-6,-6,0,7,-20,-4,4,4,0,18,22,15,-13,5,4,11,5,-6,8,-8,4,26,12,-10,14
mia,nyj,12,-10,-13,7,-4,-6,1,4,7,0,-13,3,11,-9,-4,-3,12,-15,-3,-14,-13,4,25,5,-6,-4,-9,6,-4,22,14,-13,11,-4,5,1,-10,-6,-7,14
chi,ram,-13,0,18,-2,-6,-10,-2,12,-9,15,-13,-10,-20,-13,-3,2,8,-3,14,-10,8,5,0,4,4,11,-23,4,-10,-3,-10,7,-23,3,-3,0,-16,1,-10,-11
tam,dal,11,18,-7,-13,1,22,-7,25,-8,8,-9,18,-4,15,-6,0,3,12,-14,14,-16,4,1,-6,-9,8,-16,-3,8,-8,11,14,-10,-4,-3,-4,4,1,21,-16
min,sfo,-3,0,3,0,-10,-6,10,3,-3,19,5,11,9,12,-9,1,-2,4,-16,22,4,-4,7,-1,11,4,-4,-6,-3,-20,-4,-2,3,-23,-17,-7,0,-16,4,-3
atl,sdg,4,-2,17,1,22,1,-7,22,18,-9,8,0,-13,-6,1,-9,0,-6,0,3,15,-13,-1,-9,15,3,-13,15,11,-9,14,-13,15,-9,-10,-7,-3,8,-6,1
crd,phi,-3,-5,-3,-7,0,-3,-7,0,-3,-6,-2,-4,-4,-10,0,-3,-16,0,-2,-6,1,0,-6,-7,11,-13,-3,-16,22,-4,3,-13,-9,8,-3,15,-6,-13,-6,-2
htx,den,4,-16,7,-13,-1,0,-7,-4,-10,5,-3,-4,-6,-13,-3,-10,14,-14,7,-11,-2,4,8,-4,-20,-16,-9,17,0,18,-10,-13,12,9,-7,-10,-6,-10,-6,-13
rai,pit,-10,12,-9,-1,3,15,-7,-10,4,5,-7,23,-9,11,2,-3,4,-2,1,-6,4,-13,-4,8,-10,-14,4,-23,-20,-3,-9,-20,12,-16,-10,-14,1,-6,-3,0
rav,nwe,0,1,21,-10,1,-7,-3,-9,-9,11,1,-13,1,-13,-7,-17,8,1,-6,-1,-5,-3,11,-10,26,-2,4,1,18,0,11,4,8,1,15,-3,11,-20,14,-7
sea,gnb,4,-16,-7,-3,-3,0,-6,-4,15,-9,7,-10,8,-9,-6,0,1,-16,-1,-6,0,-13,-1,7,22,18,12,-2,-9,-4,23,-7,15,12,4,-8,12,3,22,-16
rav,cle,8,7,0,1,21,-10,1,-7,-3,-9,-9,11,1,-13,1,-13,-7,-17,8,1,-9,1,4,11,-7,-6,-14,-10,-9,-3,-6,-3,-20,-9,-13,1,-3,0,-9,-13
ram,sea,-17,0,8,5,0,4,4,11,-23,4,-10,-3,-10,7,-23,3,-3,0,-16,1,-9,-11,4,-16,-7,-3,-3,0,-6,-4,15,-9,7,-10,8,-9,-6,0,1,-16
buf,nwe,1,-9,12,-6,5,25,-2,26,17,-9,0,7,-13,14,-6,0,1,5,-15,12,7,8,-5,-3,11,-10,26,-2,4,1,18,0,11,4,8,1,15,-3,11,-20
car,atl,-16,13,12,4,-13,-7,-6,22,25,-7,5,-10,0,8,15,-4,4,-4,12,26,4,-20,4,-2,17,1,22,1,-7,22,18,-9,8,0,-13,-6,1,-9,0,-6
min,det,1,-10,-3,0,3,0,-10,-6,10,3,-3,19,5,11,9,12,-9,1,-2,4,18,21,-4,4,4,0,18,22,15,-13,5,4,11,5,-6,8,-8,4,26,12
htx,oti,8,2,4,-16,7,-13,-1,0,-7,-4,-10,5,-3,-4,-6,-13,-3,-10,14,-14,21,18,-13,15,-10,11,0,-1,0,-6,-10,4,-6,-1,0,-6,0,-6,-6,0
kan,sdg,4,1,-6,12,1,17,-16,-20,-10,-7,-4,-9,-13,14,-13,-20,-14,-10,-20,11,-20,4,15,-13,-1,-9,15,3,-13,15,11,-9,14,-13,15,-9,-10,-7,-3,8
sfo,nyj,-10,1,4,-4,7,-1,11,4,-4,-6,-3,-20,-4,-2,3,-23,-17,-7,0,-16,0,-3,-13,4,25,5,-6,-4,-9,6,-4,22,14,-13,11,-4,5,1,-10,-6
jax,cin,-1,-6,-16,4,0,3,-4,-10,-6,0,-9,18,18,-9,-9,15,-10,-3,-13,-9,15,8,11,4,-10,21,-7,1,0,-7,-3,-10,-4,-3,-16,12,0,-3,1,8
crd,mia,4,-17,-3,-5,-3,-7,0,-3,-7,0,-3,-6,-2,-4,-4,-10,0,-3,-16,0,-3,0,12,-10,-13,7,-4,-6,1,4,7,0,-13,3,11,-9,-4,-3,12,-15
den,rai,2,8,-2,4,8,-4,-20,-16,-9,17,0,18,-10,-13,12,9,-7,-10,-6,-10,11,8,-10,12,-9,-1,3,15,-7,-10,4,5,-7,23,-9,11,2,-3,4,-2
gnb,nor,-11,-9,0,-13,-1,7,22,18,12,-2,-9,-4,23,-7,15,12,4,-8,12,3,1,4,4,12,9,17,22,-6,22,-7,19,-3,-1,-6,8,-6,26,1,3,0
tam,was,-13,-7,11,18,-7,-13,1,22,-7,25,-8,8,-9,18,-4,15,-6,0,3,12,8,15,5,8,17,9,-13,11,3,10,0,-13,4,11,-4,11,0,-6,1,4
nyg,phi,13,-16,18,11,-6,1,8,-9,6,-9,-13,0,14,11,12,15,1,26,-13,-6,-17,4,1,0,-6,-7,11,-13,-3,-16,22,-4,3,-13,-9,8,-3,15,-6,-13
chi,dal,0,-17,-13,0,18,-2,-6,-10,-2,12,-9,15,-13,-10,-20,-13,-3,2,8,-3,-7,-13,-16,4,1,-6,-9,8,-16,-3,8,-8,11,14,-10,-4,-3,-4,4,1
crd,ram,1,-2,4,-17,-3,-5,-3,-7,0,-3,-7,0,-3,-6,-2,-4,-4,-10,0,-3,-4,-10,-17,0,8,5,0,4,4,11,-23,4,-10,-3,-10,7,-23,3,-3,0
nyg,cle,-6,-4,13,-16,18,11,-6,1,8,-9,6,-9,-13,0,14,11,12,15,1,26,-7,0,-9,1,4,11,-7,-6,-14,-10,-9,-3,-6,-3,-20,-9,-13,1,-3,0
rav,kan,0,-7,8,7,0,1,21,-10,1,-7,-3,-9,-9,11,1,-13,1,-13,-7,-17,-3,14,4,1,-6,12,1,17,-16,-20,-10,-7,-4,-9,-13,14,-13,-20,-14,-10
pit,phi,8,11,4,-13,-4,8,-10,-14,4,-23,-20,-3,-9,-20,12,-16,-10,-14,1,-6,-4,-6,-17,4,1,0,-6,-7,11,-13,-3,-16,22,-4,3,-13,-9,8,-3,15
clt,gnb,-6,-1,0,-3,-2,18,-10,-4,-4,-7,4,-10,-13,1,1,8,-4,4,-20,-6,5,4,-11,-9,0,-13,-1,7,22,18,12,-2,-9,-4,23,-7,15,12,4,-8
cin,mia,4,-13,15,8,11,4,-10,21,-7,1,0,-7,-3,-10,-4,-3,-16,12,0,-3,-2,1,-3,0,12,-10,-13,7,-4,-6,1,4,7,0,-13,3,11,-9,-4,-3
was,atl,1,-1,8,15,5,8,17,9,-13,11,3,10,0,-13,4,11,-4,11,0,-6,7,5,4,-20,4,-2,17,1,22,1,-7,22,18,-9,8,0,-13,-6,1,-9
car,sea,5,7,-16,13,12,4,-13,-7,-6,22,25,-7,5,-10,0,8,15,-4,4,-4,-10,-4,-9,-11,4,-16,-7,-3,-3,0,-6,-4,15,-9,7,-10,8,-9,-6,0
chi,jax,11,-5,0,-17,-13,0,18,-2,-6,-10,-2,12,-9,15,-13,-10,-20,-13,-3,2,-13,4,-1,-6,-16,4,0,3,-4,-10,-6,0,-9,18,18,-9,-9,15,-10,-3
oti,min,-9,15,21,18,-13,15,-10,11,0,-1,0,-6,-10,4,-6,-1,0,-6,0,-6,-3,-10,1,-10,-3,0,3,0,-10,-6,10,3,-3,19,5,11,9,12,-9,1
sfo,buf,11,-23,-10,1,4,-4,7,-1,11,4,-4,-6,-3,-20,-4,-2,3,-23,-17,-7,5,29,1,-9,12,-6,5,25,-2,26,17,-9,0,7,-13,14,-6,0,1,5
nwe,den,29,5,7,8,-5,-3,11,-10,26,-2,4,1,18,0,11,4,8,1,15,-3,14,-17,2,8,-2,4,8,-4,-20,-16,-9,17,0,18,-10,-13,12,9,-7,-10
sdg,nor,14,-3,-20,4,15,-13,-1,-9,15,3,-13,15,11,-9,14,-13,15,-9,-10,-7,4,5,1,4,4,12,9,17,22,-6,22,-7,19,-3,-1,-6,8,-6,26,1
nyj,htx,-23,11,0,-3,-13,4,25,5,-6,-4,-9,6,-4,22,14,-13,11,-4,5,1,15,-9,8,2,4,-16,7,-13,-1,0,-7,-4,-10,5,-3,-4,-6,-13,-3,-10
oti,pit,-16,7,-9,15,21,18,-13,15,-10,11,0,-1,0,-6,-10,4,-6,-1,0,-6,-7,-9,8,11,4,-13,-4,8,-10,-14,4,-23,-20,-3,-9,-20,12,-16,-10,-14
tam,kan,-1,1,-13,-7,11,18,-7,-13,1,22,-7,25,-8,8,-9,18,-4,15,-6,0,-17,-14,-3,14,4,1,-6,12,1,17,-16,-20,-10,-7,-4,-9,-13,14,-13,-20
mia,ram,-6,-10,-2,1,-3,0,12,-10,-13,7,-4,-6,1,4,7,0,-13,3,11,-9,-6,-20,-4,-10,-17,0,8,5,0,4,4,11,-23,4,-10,-3,-10,7,-23,3
atl,rai,1,-6,7,5,4,-20,4,-2,17,1,22,1,-7,22,18,-9,8,0,-13,-6,-17,14,11,8,-10,12,-9,-1,3,15,-7,-10,4,5,-7,23,-9,11,2,-3
clt,nyj,7,4,-6,-1,0,-3,-2,18,-10,-4,-4,-7,4,-10,-13,1,1,8,-4,4,-6,0,-23,11,0,-3,-13,4,25,5,-6,-4,-9,6,-4,22,14,-13,11,-4
dal,rav,-5,11,-7,-13,-16,4,1,-6,-9,8,-16,-3,8,-8,11,14,-10,-4,-3,-4,-14,-17,0,-7,8,7,0,1,21,-10,1,-7,-3,-9,-9,11,1,-13,1,-13
cle,cin,4,18,-7,0,-9,1,4,11,-7,-6,-14,-10,-9,-3,-6,-3,-20,-9,-13,1,-10,-6,4,-13,15,8,11,4,-10,21,-7,1,0,-7,-3,-10,-4,-3,-16,12
phi,det,-9,-7,-4,-6,-17,4,1,0,-6,-7,11,-13,-3,-16,22,-4,3,-13,-9,8,-10,-3,18,21,-4,4,4,0,18,22,15,-13,5,4,11,5,-6,8,-8,4
nwe,sea,8,-2,29,5,7,8,-5,-3,11,-10,26,-2,4,1,18,0,11,4,8,1,-7,-11,-10,-4,-9,-11,4,-16,-7,-3,-3,0,-6,-4,15,-9,7,-10,8,-9
crd,buf,-20,-6,1,-2,4,-17,-3,-5,-3,-7,0,-3,-7,0,-3,-6,-2,-4,-4,-10,-20,22,5,29,1,-9,12,-6,5,25,-2,26,17,-9,0,7,-13,14,-6,0
nyg,sfo,18,4,-6,-4,13,-16,18,11,-6,1,8,-9,6,-9,-13,0,14,11,12,15,22,-20,11,-23,-10,1,4,-4,7,-1,11,4,-4,-6,-3,-20,-4,-2,3,-23
min,was,7,-16,-3,-10,1,-10,-3,0,3,0,-10,-6,10,3,-3,19,5,11,9,12,-6,1,1,-1,8,15,5,8,17,9,-13,11,3,10,0,-13,4,11,-4,11
htx,gnb,0,-6,15,-9,8,2,4,-16,7,-13,-1,0,-7,-4,-10,5,-3,-4,-6,-13,4,7,5,4,-11,-9,0,-13,-1,7,22,18,12,-2,-9,-4,23,-7,15,12
