0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
kan,oti,4,-10,-23,8,-13,-17,19,1,8,-10,6,26,-3,0,-10,-13,19,-3,8,12,8,-6,5,7,-17,-6,-23,-3,-7,-4,-6,6,2,10,14,-4,7,-20,11,4
cin,sdg,-4,-6,-16,0,7,11,-13,3,8,26,-6,0,-2,4,-9,-1,9,16,-2,1,11,-16,8,-23,-10,5,13,-9,12,-9,6,0,10,2,-3,0,-6,-3,4,12
rai,clt,16,0,8,15,5,-10,-6,10,-20,12,0,-3,10,-20,36,-9,-14,-6,12,4,11,1,7,5,12,15,-9,13,5,8,0,-6,1,3,7,-6,4,1,-4,-14
den,htx,0,16,-10,20,-17,-13,10,13,-9,12,26,6,-7,1,-9,36,-3,1,-6,8,-6,8,5,11,1,11,-3,-23,4,7,1,8,0,6,-6,7,12,8,-13,11
gnb,nyg,4,8,-20,-16,11,-7,-6,-3,8,-20,22,-16,-14,-23,5,1,-3,0,-10,-7,8,15,-2,-20,8,-16,1,-3,-6,4,-3,10,18,-16,18,12,5,-3,11,-13
sea,tam,-5,11,-2,17,8,-9,1,19,-4,11,13,-5,-16,18,-20,10,-1,-13,0,-3,-3,0,-6,-7,1,5,-13,-6,-2,-23,8,-7,-2,4,15,12,-5,-6,-17,8
atl,nor,11,-5,8,-13,5,1,-3,-6,11,-6,3,-2,4,-2,16,9,-6,8,-3,-13,1,7,8,-10,11,7,7,4,11,-4,11,-20,-3,-13,-6,7,8,-17,-3,7
phi,min,15,8,7,4,11,1,3,8,4,-6,36,5,3,1,-4,14,8,-6,4,1,-9,17,-20,-2,15,-9,-6,-10,-20,8,-10,4,4,1,-5,5,1,5,1,-2
tam,nor,15,-8,-3,0,-6,-7,1,5,-13,-6,-2,-23,8,-7,-2,4,15,12,-5,-6,-6,-9,1,7,8,-10,11,7,7,4,11,-4,11,-20,-3,-13,-6,7,8,-17
rav,cin,-3,-13,7,1,11,5,-13,-10,-6,-13,14,-10,-2,3,3,-13,14,11,-3,0,11,-3,-4,-6,-16,0,7,11,-13,3,8,26,-6,0,-2,4,-9,-1,9,16
pit,cle,4,-20,-6,-1,0,-16,-10,-13,-4,-7,12,-20,3,16,4,-2,-13,-3,0,-1,-13,-3,-6,-4,-17,-10,-10,-13,1,0,-3,1,-3,3,11,-9,7,-6,-13,5
rai,kan,3,8,16,0,8,15,5,-10,-6,10,-20,12,0,-3,10,-20,36,-9,-14,-6,11,-9,4,-10,-23,8,-13,-17,19,1,8,-10,6,26,-3,0,-10,-13,19,-3
mia,nwe,4,11,-9,-6,-13,-17,-13,-10,10,-6,-23,-7,6,-6,-13,3,-1,-9,-1,0,11,-20,8,4,13,-16,22,-20,22,1,8,5,16,3,-9,11,5,-5,0,-3
atl,car,-9,-6,11,-5,8,-13,5,1,-3,-6,11,-6,3,-2,4,-2,16,9,-6,8,-20,4,-4,-11,-13,8,-9,8,0,1,-10,14,-7,8,-20,11,-13,-3,0,-3
nyj,buf,11,15,-1,-6,-17,-13,-20,22,3,-13,7,4,3,-3,0,-3,-23,-14,1,-3,-20,11,-6,-9,-10,-17,-9,15,-7,-4,26,8,-9,-11,-4,-1,-13,-10,11,14
min,det,1,-9,-9,17,-20,-2,15,-9,-6,-10,-20,8,-10,4,4,1,-5,5,1,5,11,4,0,-3,-16,-20,-3,1,1,22,-4,12,-11,-9,-3,0,14,2,-3,5
gnb,chi,22,-6,4,8,-20,-16,11,-7,-6,-3,8,-20,22,-16,-14,-23,5,1,-3,0,15,11,17,-9,-16,13,1,-3,8,3,-7,-23,4,-10,-1,-4,-9,-6,-3,0
crd,sfo,4,3,-11,-4,20,-10,-17,-4,-17,4,-10,8,-5,13,1,4,12,15,-13,-1,-6,2,-16,11,17,-2,-7,11,4,-17,-23,-2,0,-3,1,-7,-3,0,-6,-14
dal,phi,3,4,10,7,4,7,15,12,4,7,12,-4,10,-3,-16,22,-6,12,12,18,-9,1,15,8,7,4,11,1,3,8,4,-6,36,5,3,1,-4,14,8,-6
den,sdg,1,0,0,16,-10,20,-17,-13,10,13,-9,12,26,6,-7,1,-9,36,-3,1,-3,11,11,-16,8,-23,-10,5,13,-9,12,-9,6,0,10,2,-3,0,-6,-3
htx,jax,0,1,-6,8,5,11,1,11,-3,-23,4,7,1,8,0,6,-6,7,12,8,-6,-3,1,11,15,8,-6,-17,-3,1,1,-3,8,1,12,-6,-3,19,-20,7
oti,clt,-9,11,8,-6,5,7,-17,-6,-23,-3,-7,-4,-6,6,2,10,14,-4,7,-20,8,3,11,1,7,5,12,15,-9,13,5,8,0,-6,1,3,7,-6,4,1
was,nyg,-3,-6,7,10,-7,-6,-16,8,-10,-6,-4,-7,5,36,2,14,-6,-9,1,4,-6,22,8,15,-2,-20,8,-16,1,-3,-6,4,-3,10,18,-16,18,12,5,-3
ram,sea,2,-6,-10,4,-10,8,-4,-17,13,10,-6,11,-3,0,-3,-13,-6,-5,-3,-6,-8,15,-5,11,-2,17,8,-9,1,19,-4,11,13,-5,-16,18,-20,10,-1,-13
sea,nor,-7,-17,-8,15,-5,11,-2,17,8,-9,1,19,-4,11,13,-5,-16,18,-20,10,-10,0,-6,-9,1,7,8,-10,11,7,7,4,11,-4,11,-20,-3,-13,-6,7
nyj,clt,15,-16,11,15,-1,-6,-17,-13,-20,22,3,-13,7,4,3,-3,0,-3,-23,-14,0,-3,8,3,11,1,7,5,12,15,-9,13,5,8,0,-6,1,3,7,-6
rav,kan,-10,-16,-3,-13,7,1,11,5,-13,-10,-6,-13,14,-10,-2,3,3,-13,14,11,-13,8,11,-9,4,-10,-23,8,-13,-17,19,1,8,-10,6,26,-3,0,-10,-13
gnb,phi,-13,-20,22,-6,4,8,-20,-16,11,-7,-6,-3,8,-20,22,-16,-14,-23,5,1,-10,-9,-9,1,15,8,7,4,11,1,3,8,4,-6,36,5,3,1,-4,14
rav,pit,-10,-16,-3,-13,7,1,11,5,-13,-10,-6,-13,14,-10,-2,3,3,-13,14,11,18,-14,4,-20,-6,-1,0,-16,-10,-13,-4,-7,12,-20,3,16,4,-2,-13,-3
atl,gnb,8,-13,-9,-6,11,-5,8,-13,5,1,-3,-6,11,-6,3,-2,4,-2,16,9,-13,-20,22,-6,4,8,-20,-16,11,-7,-6,-3,8,-20,22,-16,-14,-23,5,1
sea,chi,-7,-17,-8,15,-5,11,-2,17,8,-9,1,19,-4,11,13,-5,-16,18,-20,10,-20,-13,15,11,17,-9,-16,13,1,-3,8,3,-7,-23,4,-10,-1,-4,-9,-6
nwe,nyj,15,-16,11,-20,8,4,13,-16,22,-20,22,1,8,5,16,3,-9,11,5,-5,15,-16,11,15,-1,-6,-17,-13,-20,22,3,-13,7,4,3,-3,0,-3,-23,-14
chi,gnb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pit,nyj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pit,gnb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nor,gnb,-10,0,-6,-9,1,7,8,-10,11,7,7,4,11,-4,11,-20,-3,-13,-6,7,-13,-20,22,-6,4,8,-20,-16,11,-7,-6,-3,8,-20,22,-16,-14,-23,5,1
phi,ram,-10,-9,-9,1,15,8,7,4,11,1,3,8,4,-6,36,5,3,1,-4,14,-17,-7,2,-6,-10,4,-10,8,-4,-17,13,10,-6,11,-3,0,-3,-13,-6,-5
clt,htx,0,-3,8,3,11,1,7,5,12,15,-9,13,5,8,0,-6,1,3,7,-6,11,-6,0,1,-6,8,5,11,1,11,-3,-23,4,7,1,8,0,6,-6,7
jax,oti,-6,11,-6,-3,1,11,15,8,-6,-17,-3,1,1,-3,8,1,12,-6,-3,19,-3,0,-9,11,8,-6,5,7,-17,-6,-23,-3,-7,-4,-6,6,2,10,14,-4
rav,pit,-10,-16,-3,-13,7,1,11,5,-13,-10,-6,-13,14,-10,-2,3,3,-13,14,11,18,-14,4,-20,-6,-1,0,-16,-10,-13,-4,-7,12,-20,3,16,4,-2,-13,-3
chi,atl,-20,-13,15,11,17,-9,-16,13,1,-3,8,3,-7,-23,4,-10,-1,-4,-9,-6,8,-13,-9,-6,11,-5,8,-13,5,1,-3,-6,11,-6,3,-2,4,-2,16,9
buf,kan,-16,15,-20,11,-6,-9,-10,-17,-9,15,-7,-4,26,8,-9,-11,-4,-1,-13,-10,-13,8,11,-9,4,-10,-23,8,-13,-17,19,1,8,-10,6,26,-3,0,-10,-13
cle,cin,-14,18,-13,-3,-6,-4,-17,-10,-10,-13,1,0,-3,1,-3,3,11,-9,7,-6,-16,-10,11,-3,-4,-6,-16,0,7,11,-13,3,8,26,-6,0,-2,4,-9,-1
tam,det,0,-10,15,-8,-3,0,-6,-7,1,5,-13,-6,-2,-23,8,-7,-2,4,15,12,-3,-10,11,4,0,-3,-16,-20,-3,1,1,22,-4,12,-11,-9,-3,0,14,2
crd,car,-16,15,4,3,-11,-4,20,-10,-17,-4,-17,4,-10,8,-5,13,1,4,12,15,-13,8,-20,4,-4,-11,-13,8,-9,8,0,1,-10,14,-7,8,-20,11,-13,-3
min,sdg,-10,-3,1,-9,-9,17,-20,-2,15,-9,-6,-10,-20,8,-10,4,4,1,-5,5,10,5,-3,11,11,-16,8,-23,-10,5,13,-9,12,-9,6,0,10,2,-3,0
sfo,sea,15,-16,-6,2,-16,11,17,-2,-7,11,4,-17,-23,-2,0,-3,1,-7,-3,0,-7,-17,-8,15,-5,11,-2,17,8,-9,1,19,-4,11,13,-5,-16,18,-20,10
nyg,was,-6,-9,-6,22,8,15,-2,-20,8,-16,1,-3,-6,4,-3,10,18,-16,18,12,-9,-6,-3,-6,7,10,-7,-6,-16,8,-10,-6,-4,-7,5,36,2,14,-6,-9
nyj,dal,15,-16,11,15,-1,-6,-17,-13,-20,22,3,-13,7,4,3,-3,0,-3,-23,-14,-9,-10,3,4,10,7,4,7,15,12,4,7,12,-4,10,-3,-16,22,-6,12
mia,nwe,-16,15,4,11,-9,-6,-13,-17,-13,-10,10,-6,-23,-7,6,-6,-13,3,-1,-9,15,-16,11,-20,8,4,13,-16,22,-20,22,1,8,5,16,3,-9,11,5,-5
rai,den,8,-13,3,8,16,0,8,15,5,-10,-6,10,-20,12,0,-3,10,-20,36,-9,5,10,1,0,0,16,-10,20,-17,-13,10,13,-9,12,26,6,-7,1,-9,36
gnb,car,19,11,-13,-20,22,-6,4,8,-20,-16,11,-7,-6,-3,8,-20,22,-16,-14,-23,-2,5,-13,8,-20,4,-4,-11,-13,8,-9,8,0,1,-10,14,-7,8,-20,11
nor,chi,11,19,-10,0,-6,-9,1,7,8,-10,11,7,7,4,11,-4,11,-20,-3,-13,7,-11,-20,-13,15,11,17,-9,-16,13,1,-3,8,3,-7,-23,4,-10,-1,-4
clt,cle,-16,11,0,-3,8,3,11,1,7,5,12,15,-9,13,5,8,0,-6,1,3,-6,4,-14,18,-13,-3,-6,-4,-17,-10,-10,-13,1,0,-3,1,-3,3,11,-9
det,kan,4,-3,-3,-10,11,4,0,-3,-16,-20,-3,1,1,22,-4,12,-11,-9,-3,0,-16,18,-13,8,11,-9,4,-10,-23,8,-13,-17,19,1,8,-10,6,26,-3,0
nyj,jax,4,1,15,-16,11,15,-1,-6,-17,-13,-20,22,3,-13,7,4,3,-3,0,-3,-7,-9,-6,11,-6,-3,1,11,15,8,-6,-17,-3,1,1,-3,8,1,12,-6
rav,oti,12,-16,-10,-16,-3,-13,7,1,11,5,-13,-10,-6,-13,14,-10,-2,3,3,-13,-9,-7,-3,0,-9,11,8,-6,5,7,-17,-6,-23,-3,-7,-4,-6,6,2,10
sea,pit,-6,10,-7,-17,-8,15,-5,11,-2,17,8,-9,1,19,-4,11,13,-5,-16,18,-16,12,18,-14,4,-20,-6,-1,0,-16,-10,-13,-4,-7,12,-20,3,16,4,-2
buf,rai,18,-16,-16,15,-20,11,-6,-9,-10,-17,-9,15,-7,-4,26,8,-9,-11,-4,-1,0,-3,8,-13,3,8,16,0,8,15,5,-10,-6,10,-20,12,0,-3,10,-20
was,crd,5,-9,-9,-6,-3,-6,7,10,-7,-6,-16,8,-10,-6,-4,-7,5,36,2,14,5,-2,-16,15,4,3,-11,-4,20,-10,-17,-4,-17,4,-10,8,-5,13,1,4
min,tam,-6,1,-10,-3,1,-9,-9,17,-20,-2,15,-9,-6,-10,-20,8,-10,4,4,1,-3,4,0,-10,15,-8,-3,0,-6,-7,1,5,-13,-6,-2,-23,8,-7,-2,4
dal,sfo,1,4,-9,-10,3,4,10,7,4,7,15,12,4,7,12,-4,10,-3,-16,22,10,-6,15,-16,-6,2,-16,11,17,-2,-7,11,4,-17,-23,-2,0,-3,1,-7
cin,den,4,-6,-16,-10,11,-3,-4,-6,-16,0,7,11,-13,3,8,26,-6,0,-2,4,-3,0,5,10,1,0,0,16,-10,20,-17,-13,10,13,-9,12,26,6,-7,1
htx,mia,11,-16,11,-6,0,1,-6,8,5,11,1,11,-3,-23,4,7,1,8,0,6,1,15,-16,15,4,11,-9,-6,-13,-17,-13,-10,10,-6,-23,-7,6,-6,-13,3
nwe,sdg,15,1,15,-16,11,-20,8,4,13,-16,22,-20,22,1,8,5,16,3,-9,11,1,-6,10,5,-3,11,11,-16,8,-23,-10,5,13,-9,12,-9,6,0,10,2
phi,atl,8,-10,-10,-9,-9,1,15,8,7,4,11,1,3,8,4,-6,36,5,3,1,-11,7,8,-13,-9,-6,11,-5,8,-13,5,1,-3,-6,11,-6,3,-2,4,-2
ram,nyg,-10,8,-17,-7,2,-6,-10,4,-10,8,-4,-17,13,10,-6,11,-3,0,-3,-13,-9,5,-6,-9,-6,22,8,15,-2,-20,8,-16,1,-3,-6,4,-3,10,18,-16
car,jax,0,7,-2,5,-13,8,-20,4,-4,-11,-13,8,-9,8,0,1,-10,14,-7,8,-20,9,-7,-9,-6,11,-6,-3,1,11,15,8,-6,-17,-3,1,1,-3,8,1
sfo,cin,1,4,10,-6,15,-16,-6,2,-16,11,17,-2,-7,11,4,-17,-23,-2,0,-3,-1,1,4,-6,-16,-10,11,-3,-4,-6,-16,0,7,11,-13,3,8,26,-6,0
mia,cle,-10,0,1,15,-16,15,4,11,-9,-6,-13,-17,-13,-10,10,-6,-23,-7,6,-6,4,-4,-6,4,-14,18,-13,-3,-6,-4,-17,-10,-10,-13,1,0,-3,1,-3,3
oti,den,3,-10,-9,-7,-3,0,-9,11,8,-6,5,7,-17,-6,-23,-3,-7,-4,-6,6,1,-1,-3,0,5,10,1,0,0,16,-10,20,-17,-13,10,13,-9,12,26,6
nor,htx,7,-10,11,19,-10,0,-6,-9,1,7,8,-10,11,7,7,4,11,-4,11,-20,0,-10,11,-16,11,-6,0,1,-6,8,5,11,1,11,-3,-23,4,7,1,8
buf,nwe,15,12,18,-16,-16,15,-20,11,-6,-9,-10,-17,-9,15,-7,-4,26,8,-9,-11,12,-2,15,1,15,-16,11,-20,8,4,13,-16,22,-20,22,1,8,5,16,3
nyg,phi,5,-7,-9,5,-6,-9,-6,22,8,15,-2,-20,8,-16,1,-3,-6,4,-3,10,8,12,8,-10,-10,-9,-9,1,15,8,7,4,11,1,3,8,4,-6,36,5
det,min,25,-20,4,-3,-3,-10,11,4,0,-3,-16,-20,-3,1,1,22,-4,12,-11,-9,-3,1,-6,1,-10,-3,1,-9,-9,17,-20,-2,15,-9,-6,-10,-20,8,-10,4
rai,nyj,12,15,0,-3,8,-13,3,8,16,0,8,15,5,-10,-6,10,-20,12,0,-3,9,-20,4,1,15,-16,11,15,-1,-6,-17,-13,-20,22,3,-13,7,4,3,-3
sdg,kan,-2,12,1,-6,10,5,-3,11,11,-16,8,-23,-10,5,13,-9,12,-9,6,0,-20,25,-16,18,-13,8,11,-9,4,-10,-23,8,-13,-17,19,1,8,-10,6,26
rav,ram,-10,3,12,-16,-10,-16,-3,-13,7,1,11,5,-13,-10,-6,-13,14,-10,-2,3,-7,5,-10,8,-17,-7,2,-6,-10,4,-10,8,-4,-17,13,10,-6,11,-3,0
gnb,chi,7,0,19,11,-13,-20,22,-6,4,8,-20,-16,11,-7,-6,-3,8,-20,22,-16,-10,7,7,-11,-20,-13,15,11,17,-9,-16,13,1,-3,8,3,-7,-23,4,-10
sea,crd,-23,1,-6,10,-7,-17,-8,15,-5,11,-2,17,8,-9,1,19,-4,11,13,-5,-2,-1,5,-2,-16,15,4,3,-11,-4,20,-10,-17,-4,-17,4,-10,8,-5,13
tam,atl,1,-3,-3,4,0,-10,15,-8,-3,0,-6,-7,1,5,-13,-6,-2,-23,8,-7,12,8,-11,7,8,-13,-9,-6,11,-5,8,-13,5,1,-3,-6,11,-6,3,-2
pit,clt,1,-23,-16,12,18,-14,4,-20,-6,-1,0,-16,-10,-13,-4,-7,12,-20,3,16,-4,4,-16,11,0,-3,8,3,11,1,7,5,12,15,-9,13,5,8,0,-6
was,dal,-1,-2,5,-9,-9,-6,-3,-6,7,10,-7,-6,-16,8,-10,-6,-4,-7,5,36,4,1,1,4,-9,-10,3,4,10,7,4,7,15,12,4,7,12,-4,10,-3
ram,was,-16,14,-7,5,-10,8,-17,-7,2,-6,-10,4,-10,8,-4,-17,13,10,-6,11,-7,-5,-1,-2,5,-9,-9,-6,-3,-6,7,10,-7,-6,-16,8,-10,-6,-4,-7
det,dal,3,0,25,-20,4,-3,-3,-10,11,4,0,-3,-16,-20,-3,1,1,22,-4,12,-5,-7,4,1,1,4,-9,-10,3,4,10,7,4,7,15,12,4,7,12,-4
min,kan,0,3,-3,1,-6,1,-10,-3,1,-9,-9,17,-20,-2,15,-9,-6,-10,-20,8,-6,-3,-20,25,-16,18,-13,8,11,-9,4,-10,-23,8,-13,-17,19,1,8,-10
buf,cin,11,8,15,12,18,-16,-16,15,-20,11,-6,-9,-10,-17,-9,15,-7,-4,26,8,-15,-10,-1,1,4,-6,-16,-10,11,-3,-4,-6,-16,0,7,11,-13,3,8,26
cle,oti,-6,-7,4,-4,-6,4,-14,18,-13,-3,-6,-4,-17,-10,-10,-13,1,0,-3,1,-6,-9,3,-10,-9,-7,-3,0,-9,11,8,-6,5,7,-17,-6,-23,-3,-7,-4
htx,pit,10,17,0,-10,11,-16,11,-6,0,1,-6,8,5,11,1,11,-3,-23,4,7,0,-3,1,-23,-16,12,18,-14,4,-20,-6,-1,0,-16,-10,-13,-4,-7,12,-20
nor,jax,17,10,7,-10,11,19,-10,0,-6,-9,1,7,8,-10,11,7,7,4,11,-4,-13,-7,-20,9,-7,-9,-6,11,-6,-3,1,11,15,8,-6,-17,-3,1,1,-3
sfo,phi,-10,-15,1,4,10,-6,15,-16,-6,2,-16,11,17,-2,-7,11,4,-17,-23,-2,-7,6,8,12,8,-10,-10,-9,-9,1,15,8,7,4,11,1,3,8,4,-6
chi,car,-6,4,-10,7,7,-11,-20,-13,15,11,17,-9,-16,13,1,-3,8,3,-7,-23,-7,-13,0,7,-2,5,-13,8,-20,4,-4,-11,-13,8,-9,8,0,1,-10,14
sea,atl,-10,-13,-23,1,-6,10,-7,-17,-8,15,-5,11,-2,17,8,-9,1,19,-4,11,-10,-7,12,8,-11,7,8,-13,-9,-6,11,-5,8,-13,5,1,-3,-6,11,-6
nyg,crd,6,-7,5,-7,-9,5,-6,-9,-6,22,8,15,-2,-20,8,-16,1,-3,-6,4,-13,-10,-2,-1,5,-2,-16,15,4,3,-11,-4,20,-10,-17,-4,-17,4,-10,8
gnb,den,4,-6,7,0,19,11,-13,-20,22,-6,4,8,-20,-16,11,-7,-6,-3,8,-20,-9,-6,1,-1,-3,0,5,10,1,0,0,16,-10,20,-17,-13,10,13,-9,12
sdg,mia,-3,-6,-2,12,1,-6,10,5,-3,11,11,-16,8,-23,-10,5,13,-9,12,-9,-7,-6,-10,0,1,15,-16,15,4,11,-9,-6,-13,-17,-13,-10,10,-6,-23,-7
rai,nwe,11,1,12,15,0,-3,8,-13,3,8,16,0,8,15,5,-10,-6,10,-20,12,8,11,12,-2,15,1,15,-16,11,-20,8,4,13,-16,22,-20,22,1,8,5
rav,nyj,14,-16,-10,3,12,-16,-10,-16,-3,-13,7,1,11,5,-13,-10,-6,-13,14,-10,1,11,9,-20,4,1,15,-16,11,15,-1,-6,-17,-13,-20,22,3,-13,7,4
tam,clt,-7,-10,1,-3,-3,4,0,-10,15,-8,-3,0,-6,-7,1,5,-13,-6,-2,-23,-3,0,-4,4,-16,11,0,-3,8,3,11,1,7,5,12,15,-9,13,5,8
cin,jax,0,-3,-15,-10,-1,1,4,-6,-16,-10,11,-3,-4,-6,-16,0,7,11,-13,3,-13,0,-13,-7,-20,9,-7,-9,-6,11,-6,-3,1,11,15,8,-6,-17,-3,1
kan,clt,-1,-6,-6,-3,-20,25,-16,18,-13,8,11,-9,4,-10,-23,8,-13,-17,19,1,-6,1,-3,0,-4,4,-16,11,0,-3,8,3,11,1,7,5,12,15,-9,13
rai,htx,-4,8,11,1,12,15,0,-3,8,-13,3,8,16,0,8,15,5,-10,-6,10,-6,-13,10,17,0,-10,11,-16,11,-6,0,1,-6,8,5,11,1,11,-3,-23
pit,oti,-13,-6,0,-3,1,-23,-16,12,18,-14,4,-20,-6,-1,0,-16,-10,-13,-4,-7,8,-10,-6,-9,3,-10,-9,-7,-3,0,-9,11,8,-6,5,7,-17,-6,-23,-3
phi,buf,0,1,-7,6,8,12,8,-10,-10,-9,-9,1,15,8,7,4,11,1,3,8,-3,0,11,8,15,12,18,-16,-16,15,-20,11,-6,-9,-10,-17,-9,15,-7,-4
car,nor,6,11,-7,-13,0,7,-2,5,-13,8,-20,4,-4,-11,-13,8,-9,8,0,1,0,-13,17,10,7,-10,11,19,-10,0,-6,-9,1,7,8,-10,11,7,7,4
nyg,sea,8,4,6,-7,5,-7,-9,5,-6,-9,-6,22,8,15,-2,-20,8,-16,1,-3,5,7,-10,-13,-23,1,-6,10,-7,-17,-8,15,-5,11,-2,17,8,-9,1,19
crd,min,4,8,-13,-10,-2,-1,5,-2,-16,15,4,3,-11,-4,20,-10,-17,-4,-17,4,-6,-1,0,3,-3,1,-6,1,-10,-3,1,-9,-9,17,-20,-2,15,-9,-6,-10
sfo,tam,1,0,-10,-15,1,4,10,-6,15,-16,-6,2,-16,11,17,-2,-7,11,4,-17,1,-6,-7,-10,1,-3,-3,4,0,-10,15,-8,-3,0,-6,-7,1,5,-13,-6
nwe,nyj,8,-4,8,11,12,-2,15,1,15,-16,11,-20,8,4,13,-16,22,-20,22,1,-6,11,1,11,9,-20,4,1,15,-16,11,15,-1,-6,-17,-13,-20,22,3,-13
den,sdg,0,26,-9,-6,1,-1,-3,0,5,10,1,0,0,16,-10,20,-17,-13,10,13,3,-7,-3,-6,-2,12,1,-6,10,5,-3,11,11,-16,8,-23,-10,5,13,-9
gnb,atl,26,0,4,-6,7,0,19,11,-13,-20,22,-6,4,8,-20,-16,11,-7,-6,-3,7,5,-10,-7,12,8,-11,7,8,-13,-9,-6,11,-5,8,-13,5,1,-3,-6
det,chi,11,7,3,0,25,-20,4,-3,-3,-10,11,4,0,-3,-16,-20,-3,1,1,22,11,6,-6,4,-10,7,7,-11,-20,-13,15,11,17,-9,-16,13,1,-3,8,3
atl,car,-9,2,7,5,-10,-7,12,8,-11,7,8,-13,-9,-6,11,-5,8,-13,5,1,4,7,6,11,-7,-13,0,7,-2,5,-13,8,-20,4,-4,-11,-13,8,-9,8
buf,nyg,8,1,-3,0,11,8,15,12,18,-16,-16,15,-20,11,-6,-9,-10,-17,-9,15,2,13,8,4,6,-7,5,-7,-9,5,-6,-9,-6,22,8,15,-2,-20,8,-16
cin,clt,7,-3,0,-3,-15,-10,-1,1,4,-6,-16,-10,11,-3,-4,-6,-16,0,7,11,1,5,-6,1,-3,0,-4,4,-16,11,0,-3,8,3,11,1,7,5,12,15
ram,gnb,-13,-6,-16,14,-7,5,-10,8,-17,-7,2,-6,-10,4,-10,8,-4,-17,13,10,2,-9,26,0,4,-6,7,0,19,11,-13,-20,22,-6,4,8,-20,-16,11,-7
pit,jax,15,-6,-13,-6,0,-3,1,-23,-16,12,18,-14,4,-20,-6,-1,0,-16,-10,-13,-3,7,-13,0,-13,-7,-20,9,-7,-9,-6,11,-6,-3,1,11,15,8,-6,-17
sfo,det,25,-20,1,0,-10,-15,1,4,10,-6,15,-16,-6,2,-16,11,17,-2,-7,11,1,-10,11,7,3,0,25,-20,4,-3,-3,-10,11,4,0,-3,-16,-20,-3,1
was,phi,-6,-13,-7,-5,-1,-2,5,-9,-9,-6,-3,-6,7,10,-7,-6,-16,8,-10,-6,1,8,0,1,-7,6,8,12,8,-10,-10,-9,-9,1,15,8,7,4,11,1
rai,cle,2,-3,-4,8,11,1,12,15,0,-3,8,-13,3,8,16,0,8,15,5,-10,-10,8,-6,-7,4,-4,-6,4,-14,18,-13,-3,-6,-4,-17,-10,-10,-13,1,0
rav,htx,11,-6,14,-16,-10,3,12,-16,-10,-16,-3,-13,7,1,11,5,-13,-10,-6,-13,-3,2,-6,-13,10,17,0,-10,11,-16,11,-6,0,1,-6,8,5,11,1,11
dal,nwe,7,11,-5,-7,4,1,1,4,-9,-10,3,4,10,7,4,7,15,12,4,7,7,-2,8,-4,8,11,12,-2,15,1,15,-16,11,-20,8,4,13,-16,22,-20
nor,tam,7,4,0,-13,17,10,7,-10,11,19,-10,0,-6,-9,1,7,8,-10,11,7,-20,25,1,-6,-7,-10,1,-3,-3,4,0,-10,15,-8,-3,0,-6,-7,1,5
min,chi,11,-13,-6,-1,0,3,-3,1,-6,1,-10,-3,1,-9,-9,17,-20,-2,15,-9,-10,1,11,6,-6,4,-10,7,7,-11,-20,-13,15,11,17,-9,-16,13,1,-3
mia,nyj,-7,3,-7,-6,-10,0,1,15,-16,15,4,11,-9,-6,-13,-17,-13,-10,10,-6,-2,7,-6,11,1,11,9,-20,4,1,15,-16,11,15,-1,-6,-17,-13,-20,22
den,mia,1,6,0,26,-9,-6,1,-1,-3,0,5,10,1,0,0,16,-10,20,-17,-13,-17,1,-7,3,-7,-6,-10,0,1,15,-16,15,4,11,-9,-6,-13,-17,-13,-10
oti,htx,-6,15,8,-10,-6,-9,3,-10,-9,-7,-3,0,-9,11,8,-6,5,7,-17,-6,-9,6,-3,2,-6,-13,10,17,0,-10,11,-16,11,-6,0,1,-6,8,5,11
sdg,nyj,6,1,3,-7,-3,-6,-2,12,1,-6,10,5,-3,11,11,-16,8,-23,-10,5,1,-17,-2,7,-6,11,1,11,9,-20,4,1,15,-16,11,15,-1,-6,-17,-13
sea,cle,13,2,5,7,-10,-13,-23,1,-6,10,-7,-17,-8,15,-5,11,-2,17,8,-9,-6,1,-10,8,-6,-7,4,-4,-6,4,-14,18,-13,-3,-6,-4,-17,-10,-10,-13
det,atl,-4,2,1,-10,11,7,3,0,25,-20,4,-3,-3,-10,11,4,0,-3,-16,-20,8,-6,-9,2,7,5,-10,-7,12,8,-11,7,8,-13,-9,-6,11,-5,8,-13
car,was,-6,8,4,7,6,11,-7,-13,0,7,-2,5,-13,8,-20,4,-4,-11,-13,8,-10,-3,-6,-13,-7,-5,-1,-2,5,-9,-9,-6,-3,-6,7,10,-7,-6,-16,8
tam,chi,3,-3,-20,25,1,-6,-7,-10,1,-3,-3,4,0,-10,15,-8,-3,0,-6,-7,16,-13,-10,1,11,6,-6,4,-10,7,7,-11,-20,-13,15,11,17,-9,-16,13
